age,income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income,default
23,35876.46,15845.23,720,20,3,0.414,0
52,15000.0,26157.0,767,4,4,1.705,1
30,58141.07,6638.29,588,22,3,0.179,0
30,76638.84,11828.84,728,0,3,0.11,0
39,74910.65,13648.28,553,7,3,0.191,0
54,71321.46,1230.59,837,11,3,0.018,0
53,53515.78,7670.87,579,13,2,0.046,0
43,76749.28,23373.4,712,15,2,0.317,0
48,73483.24,21081.71,552,9,1,0.21,0
52,46547.33,22496.54,636,14,3,0.515,1
27,68531.96,10287.28,789,20,4,0.091,0
49,44280.82,11274.44,576,23,0,0.281,0
28,65800.48,1000.0,848,25,1,0.0,0
21,29017.67,22455.48,650,14,0,0.74,1
23,30555.76,23773.22,738,9,0,0.789,0
44,76164.14,23671.37,686,20,3,0.237,0
43,73751.2,27832.73,691,27,4,0.374,0
28,67672.23,18376.87,522,6,0,0.311,0
57,56759.38,27455.05,607,25,0,0.536,0
23,15000.0,13396.2,758,2,1,0.87,1
53,53502.48,1000.0,619,1,4,0.003,0
48,64083.66,21885.8,662,5,4,0.267,0
28,44305.34,1000.0,511,20,0,0.0,0
54,40750.12,16361.62,602,8,4,0.324,0
55,83888.41,22642.59,751,9,1,0.292,0
52,53794.22,17594.07,535,3,1,0.369,0
44,64095.9,33225.94,715,26,1,0.496,0
34,70482.63,1000.0,666,2,3,0.0,0
52,34971.26,14337.11,629,8,0,0.425,1
63,58864.15,15139.64,625,23,4,0.214,0
36,81392.89,4247.18,606,21,1,0.086,0
24,91384.46,5770.14,614,16,0,0.16,0
57,55798.73,8238.97,734,13,0,0.103,0
41,50241.13,6202.82,611,9,3,0.086,0
34,60380.48,14136.04,813,12,4,0.161,0
51,59872.74,10176.28,677,11,4,0.177,0
38,82735.16,17543.27,598,26,1,0.216,0
27,35072.17,20195.44,738,0,1,0.562,1
30,49402.54,19654.23,706,27,0,0.399,0
27,32657.17,11718.99,501,21,4,0.307,1
53,34758.1,17275.81,557,28,4,0.414,1
43,62531.48,23281.03,640,18,1,0.334,0
41,71197.16,18564.52,507,18,2,0.165,0
39,42012.17,29871.82,838,5,0,0.667,1
39,70441.9,22857.43,724,12,4,0.34,0
56,77231.57,28747.26,649,18,3,0.375,0
49,93694.12,1000.0,619,12,3,0.0,0
38,56394.94,15773.41,596,26,2,0.332,0
22,42204.71,12408.54,473,25,1,0.284,1
21,34950.56,14000.16,494,21,1,0.336,0
25,32964.14,8560.32,821,20,1,0.241,0
40,79995.61,18169.6,792,3,3,0.198,0
31,24698.09,1000.0,598,23,1,0.0,0
62,79354.97,18227.49,732,1,3,0.27,0
22,37631.18,8826.31,696,14,2,0.179,0
23,41295.88,10996.91,706,11,0,0.276,0
43,51968.89,18508.01,522,29,4,0.289,0
32,40926.91,15630.22,487,26,2,0.38,0
40,73639.6,23431.37,756,6,3,0.331,0
25,91266.88,7243.97,472,19,2,0.093,0
57,41851.36,14354.35,637,17,4,0.347,1
58,46355.24,22110.18,617,22,0,0.465,0
50,51733.58,17889.6,609,12,4,0.293,1
29,65821.14,18404.75,678,16,3,0.227,0
54,51930.31,23864.34,589,3,4,0.474,1
64,82745.15,11750.06,686,24,2,0.079,0
55,77932.48,10065.35,663,13,1,0.055,0
42,31290.75,19607.24,839,19,2,0.698,1
64,65419.36,13804.55,525,27,3,0.198,0
44,85406.78,23977.63,653,12,0,0.312,0
37,45104.38,17958.19,689,2,4,0.442,0
30,49114.7,10013.19,627,25,0,0.206,0
50,44439.26,17707.07,530,25,3,0.38,1
43,44858.49,7778.4,763,17,4,0.155,0
52,21630.97,22575.43,680,13,2,1.124,1
37,28433.7,3822.78,536,14,2,0.107,1
37,56549.47,24776.52,689,2,3,0.447,1
34,85271.96,17567.01,803,0,4,0.24,0
29,42732.78,13683.51,647,25,2,0.333,0
60,42144.85,21106.67,650,23,3,0.555,1
22,89030.42,19090.61,791,16,3,0.195,0
45,32834.85,25643.05,563,2,0,0.815,1
59,21775.14,25568.49,805,13,2,1.084,1
29,38429.69,17818.32,738,2,4,0.531,1
42,41744.31,8025.83,567,12,2,0.248,0
63,20050.94,10667.93,590,14,2,0.517,1
24,52439.17,14426.82,603,17,2,0.297,0
46,73968.93,23653.77,485,13,3,0.364,1
49,29280.9,11348.91,673,20,1,0.336,0
54,56751.56,12016.48,571,25,1,0.205,0
43,62918.71,29786.81,677,2,0,0.408,0
57,53332.31,14165.61,534,18,2,0.323,1
31,58713.85,9922.14,733,7,1,0.21,0
26,58946.55,21213.17,716,3,0,0.346,0
38,38745.44,14550.93,586,3,3,0.356,1
41,84971.65,3883.21,682,18,2,0.038,0
62,79955.14,23327.31,657,10,4,0.247,0
56,78798.23,9023.69,783,0,3,0.106,0
61,75273.51,15348.68,557,7,0,0.152,0
58,23500.41,14454.89,636,14,3,0.66,1
54,73521.25,16840.81,592,0,4,0.286,1
37,68112.03,1000.0,654,6,3,0.062,0
57,24269.53,12319.2,698,20,0,0.448,0
45,50701.79,23998.7,591,19,4,0.463,1
58,60535.87,25123.56,617,19,4,0.444,1
32,88286.34,7069.68,737,23,3,0.119,0
43,69494.48,22364.79,772,10,4,0.23,0
62,37708.69,8908.56,694,26,3,0.273,0
42,88907.77,12003.74,638,28,2,0.073,0
41,55875.6,12424.13,629,13,4,0.215,0
47,49883.18,15870.43,699,21,3,0.381,0
51,48457.64,23010.93,670,15,2,0.531,1
26,22528.9,17116.68,502,13,4,0.826,1
47,52804.61,13990.95,702,11,2,0.212,0
60,64949.71,22738.49,573,16,4,0.309,0
54,47292.33,8578.71,522,13,0,0.153,0
32,63409.05,14382.26,500,9,0,0.219,0
27,37712.18,22966.25,631,23,3,0.62,1
30,52181.44,19234.45,559,28,1,0.432,0
37,61330.81,11269.57,441,13,0,0.137,0
46,58793.22,2896.35,618,17,1,0.018,0
41,22890.7,17486.87,606,21,2,0.835,1
48,46219.88,2370.6,637,8,2,0.0,0
22,88549.26,13299.99,593,16,1,0.187,0
63,45151.08,24431.59,815,5,3,0.537,1
21,55316.15,19774.07,697,7,4,0.377,0
56,53264.88,1000.0,605,25,1,0.0,0
46,86364.8,16603.61,644,12,1,0.228,0
49,80807.36,12446.64,777,17,1,0.121,0
41,71150.62,4810.26,736,4,1,0.0,0
31,35535.15,17680.17,524,5,1,0.522,1
60,62183.66,11066.1,562,20,3,0.053,0
31,66358.83,11115.73,580,18,0,0.139,0
56,41027.9,15992.36,610,3,4,0.404,1
59,37589.66,9992.92,596,6,0,0.304,1
60,89100.28,15765.89,653,3,1,0.238,0
55,48983.93,10253.4,716,24,0,0.298,0
54,87299.54,10692.31,731,10,3,0.196,0
44,74941.88,22943.44,621,11,2,0.316,0
42,63157.54,23757.37,503,13,0,0.432,0
25,64050.63,1330.77,556,12,4,0.03,0
53,26991.61,20976.58,603,28,3,0.811,1
56,59135.5,26188.73,538,9,2,0.413,0
40,83340.41,27459.01,753,17,3,0.353,0
39,68626.79,19163.04,544,15,1,0.256,0
55,58086.73,6540.82,706,4,2,0.104,0
63,89238.74,20039.85,499,7,4,0.248,0
37,51299.19,8045.98,709,13,2,0.261,0
63,42608.89,12256.28,637,4,4,0.307,1
54,58076.64,18064.66,786,25,1,0.31,0
29,70329.35,8561.93,548,27,4,0.08,0
46,20644.12,5828.8,599,23,3,0.327,0
22,60697.37,18726.19,617,7,0,0.292,0
29,71206.9,29937.79,636,24,3,0.439,0
29,49607.17,24945.87,619,25,3,0.538,1
60,77139.3,20657.49,621,5,2,0.331,0
37,67823.73,22833.48,619,15,1,0.379,1
21,97827.66,20101.76,464,27,0,0.144,0
45,39987.94,18599.2,739,3,4,0.379,1
63,71614.2,22188.94,850,11,2,0.345,0
60,34653.52,4053.1,677,10,1,0.121,0
62,22692.67,16595.88,548,2,0,0.751,1
45,15000.0,14352.41,557,11,3,1.043,1
59,65766.48,15631.22,705,29,1,0.207,0
55,58684.96,11309.02,685,4,1,0.257,0
23,45418.98,19163.9,624,5,1,0.392,1
57,19529.91,8456.58,718,18,3,0.511,1
64,41192.27,10729.16,464,17,4,0.298,1
64,55081.86,9768.96,718,15,2,0.102,0
50,70863.39,21911.57,671,22,4,0.288,0
58,54669.28,14906.21,560,10,0,0.368,0
54,60041.21,11313.34,521,4,2,0.278,0
32,47477.35,12012.56,661,8,0,0.283,0
39,89984.48,15031.04,777,2,3,0.185,0
57,34635.01,27977.4,629,29,4,0.82,1
64,41015.24,5107.84,573,7,1,0.146,0
37,45152.84,20404.08,667,5,2,0.445,1
30,65854.09,18774.9,814,3,1,0.346,0
32,34222.8,7936.28,689,11,0,0.261,0
36,57714.37,26734.99,699,11,1,0.415,0
44,58298.2,19314.24,760,24,1,0.364,0
39,41112.84,10938.13,693,20,3,0.274,0
28,61599.59,1000.0,580,15,3,0.001,0
51,34843.72,16833.17,493,9,4,0.578,1
41,32658.52,14642.04,567,21,0,0.454,1
37,56992.12,6754.3,551,13,3,0.021,0
43,21804.89,6651.08,709,12,3,0.293,0
57,15000.0,21948.08,722,8,4,1.513,1
36,65656.67,1000.0,666,6,2,0.0,0
26,75979.4,17514.26,536,11,4,0.278,0
28,45663.94,13500.5,811,4,1,0.246,0
45,41638.59,18977.24,613,17,1,0.523,1
38,75110.7,12645.56,704,3,3,0.14,0
45,32089.24,17346.2,654,1,3,0.523,1
32,27732.55,9057.8,669,2,4,0.305,0
35,69152.73,14606.36,701,25,4,0.241,0
46,55180.76,18912.67,587,11,0,0.435,1
61,76297.53,16206.97,767,2,1,0.213,0
46,15000.0,18042.45,508,3,4,1.202,1
52,26986.52,7576.63,557,5,2,0.252,1
30,55286.64,10274.6,766,11,0,0.104,0
36,63353.47,10413.28,703,18,4,0.141,0
27,71939.94,12788.08,850,9,3,0.115,0
37,58496.36,25868.66,656,29,4,0.348,0
43,58293.1,12166.57,803,0,3,0.205,0
46,47211.97,5851.52,483,16,3,0.097,0
41,86818.1,19333.17,523,15,1,0.292,0
42,32939.53,25773.15,731,8,1,0.74,1
27,62180.4,4910.31,493,24,4,0.112,0
34,35243.82,30782.49,632,20,4,0.906,1
35,65695.57,18321.41,755,8,2,0.346,0
27,34259.65,23271.13,695,26,0,0.67,1
29,69876.31,26736.57,651,22,0,0.449,0
28,57242.1,22780.94,610,8,4,0.426,1
43,89892.78,14115.72,668,11,1,0.214,0
49,49379.61,24741.59,702,22,2,0.621,0
38,63499.32,17036.8,591,8,0,0.262,0
51,39406.87,23723.88,683,14,4,0.611,1
50,49242.14,24599.0,747,1,1,0.481,0
59,57114.99,6272.83,630,10,1,0.187,0
55,24455.6,21354.41,656,10,1,1.003,1
38,26647.52,13544.86,694,7,3,0.545,1
62,66997.19,16105.53,700,22,1,0.16,0
59,52078.26,16016.74,729,5,4,0.263,0
37,43141.47,15695.76,559,20,2,0.422,0
34,40260.28,27188.2,602,19,4,0.618,1
51,41030.22,4068.42,606,6,1,0.069,0
44,57251.01,1221.25,569,2,2,0.0,0
55,63900.72,1000.0,488,7,0,0.012,0
64,15000.0,23553.15,357,17,0,1.583,1
54,83256.68,8812.5,758,16,4,0.011,0
23,81834.02,16057.49,510,10,2,0.12,0
57,15000.0,14082.26,791,1,4,0.864,1
63,76718.53,7909.0,717,24,2,0.034,0
60,76104.38,21811.82,613,20,2,0.287,0
46,55008.91,13980.3,705,26,4,0.264,0
43,29056.63,13098.12,688,23,2,0.501,0
64,75304.56,16862.97,551,18,1,0.252,0
59,50175.38,20766.18,649,6,2,0.385,0
35,65977.58,7328.19,562,17,2,0.123,0
24,99384.03,21983.35,709,7,4,0.274,0
49,60036.74,26598.83,586,13,0,0.432,0
42,36662.31,3591.02,641,6,3,0.082,0
45,48285.38,17226.39,637,27,2,0.31,0
33,39211.09,12560.62,661,20,3,0.28,0
38,63669.79,20593.84,800,27,2,0.358,0
53,38878.65,5266.73,628,26,4,0.135,0
36,45542.97,28031.51,760,3,4,0.713,1
62,29311.39,2136.84,693,16,2,0.039,0
64,52358.26,13045.75,778,4,4,0.287,0
22,58535.1,18474.37,620,11,4,0.335,0
55,15000.0,9509.31,713,8,2,0.629,1
62,60191.47,8252.79,645,25,0,0.115,0
54,54086.0,16777.89,381,19,2,0.34,1
50,39700.16,15622.08,552,12,0,0.421,0
33,95572.58,15047.51,702,24,4,0.168,0
33,74169.53,21869.51,696,27,0,0.316,0
38,33071.95,11844.22,533,17,4,0.36,1
52,71764.74,17556.74,670,19,0,0.163,0
52,79889.96,10947.18,695,8,0,0.141,0
55,57640.42,8205.36,647,3,2,0.129,0
59,62228.84,12721.93,716,20,0,0.302,0
49,61766.93,11009.88,703,26,4,0.21,0
49,15000.0,11409.57,647,7,2,0.771,1
64,51262.61,24322.62,604,0,0,0.498,1
36,50221.74,12967.17,744,16,2,0.207,0
64,83603.11,9696.75,692,24,3,0.085,0
30,61674.56,15224.63,526,8,2,0.23,0
50,49047.78,15833.82,670,19,3,0.342,0
45,53197.51,5504.95,546,12,3,0.082,0
59,75467.71,12612.75,563,1,2,0.142,0
40,51308.31,12290.53,591,12,4,0.186,0
25,41036.09,13622.85,654,8,4,0.333,0
21,49485.96,20804.23,684,29,4,0.429,0
50,73813.92,16093.37,613,19,1,0.239,0
23,64923.3,24823.5,617,5,3,0.348,0
34,55885.36,14906.72,605,27,2,0.285,1
50,58830.79,29208.7,744,0,4,0.444,0
24,43805.15,11313.8,393,27,4,0.247,1
38,51121.01,8843.5,622,24,2,0.188,0
57,41733.91,19378.42,789,4,3,0.451,0
45,49104.41,25912.66,697,2,2,0.45,1
21,81923.57,3969.57,764,3,1,0.0,0
35,33442.56,13424.07,467,0,1,0.412,1
29,41225.65,10113.74,538,13,2,0.274,0
35,29914.02,16142.81,696,8,3,0.557,1
44,25581.82,15080.14,790,29,4,0.62,1
24,51264.56,25763.05,547,23,1,0.489,0
32,42647.82,14132.76,615,3,1,0.368,1
57,90233.78,25998.27,686,17,3,0.305,0
57,49343.07,12479.2,519,13,1,0.221,1
63,80787.94,22411.86,697,24,1,0.303,0
26,74360.13,16829.3,409,3,3,0.241,0
59,50820.92,28839.08,694,24,2,0.651,1
44,97202.71,3183.88,560,9,4,0.102,0
31,60370.68,5689.14,610,2,4,0.09,0
33,85260.19,29652.98,709,22,1,0.327,0
54,82931.94,9133.88,690,6,4,0.188,0
45,63292.96,9641.57,649,9,2,0.18,0
27,70022.62,7994.21,737,12,1,0.105,0
24,67481.43,24187.57,497,3,4,0.259,1
28,32114.77,4972.34,668,17,0,0.117,0
40,56145.81,15179.6,579,10,0,0.229,0
49,76484.94,12875.03,733,24,0,0.161,0
30,85523.73,23292.12,712,3,0,0.303,0
63,40587.21,10490.54,715,23,0,0.297,0
54,65576.63,18322.18,798,13,1,0.354,0
46,58017.4,5630.27,751,17,3,0.144,0
61,52642.52,33191.53,636,7,3,0.565,1
23,62120.05,13083.26,650,26,1,0.262,0
26,59359.95,15070.11,704,9,1,0.341,0
25,65828.15,28238.03,662,4,2,0.513,0
25,83834.34,10306.62,713,22,3,0.062,0
43,70682.55,28339.06,449,6,0,0.391,1
29,61211.83,11708.23,819,11,1,0.239,0
55,92292.5,20373.59,655,24,0,0.163,0
40,77198.59,10418.55,504,2,3,0.049,0
62,53152.03,4151.71,568,25,4,0.094,0
55,30657.59,18316.75,458,3,4,0.564,1
38,35243.39,20119.23,552,9,1,0.489,1
37,73664.65,4472.91,637,3,2,0.122,0
44,42393.75,12543.53,786,14,0,0.304,0
23,34838.89,24606.07,687,28,1,0.68,1
52,39838.29,19800.95,671,9,2,0.449,0
55,41252.31,11838.28,548,20,0,0.296,1
58,72012.95,10219.79,576,29,3,0.168,0
33,51865.16,30585.95,583,21,4,0.606,1
45,27552.51,3424.54,586,15,2,0.048,0
29,55620.9,14526.41,618,14,0,0.285,0
24,59445.32,3282.43,625,18,1,0.09,0
34,45413.26,25518.52,619,28,0,0.545,0
57,78117.7,14943.01,590,19,1,0.243,0
54,46581.22,16425.39,662,18,4,0.31,0
31,77166.75,37151.14,622,17,4,0.546,0
61,66935.66,10252.22,506,25,0,0.16,0
23,73532.11,28988.61,653,11,0,0.369,0
48,33028.98,11874.14,639,24,1,0.344,0
49,56966.2,13131.9,508,15,1,0.28,0
29,53943.44,36105.4,597,0,2,0.681,1
23,26559.87,13711.28,704,15,2,0.548,1
45,77101.21,4005.03,548,1,2,0.106,0
54,38651.98,17255.35,538,23,0,0.42,1
32,42808.64,13618.11,621,14,2,0.324,0
62,34733.68,17936.77,706,6,0,0.505,0
29,69023.73,13931.22,813,27,4,0.253,0
35,24481.41,32724.36,709,0,3,1.318,1
60,67357.5,19453.89,748,4,4,0.291,0
45,75890.28,6400.28,681,9,0,0.199,0
25,65743.57,15996.37,588,21,0,0.308,0
31,69252.57,8602.96,709,20,3,0.072,0
54,70190.93,13018.29,642,3,1,0.231,0
44,36011.51,7716.47,684,13,1,0.249,0
35,83694.7,31856.95,565,12,1,0.326,0
58,45798.47,9468.92,692,0,2,0.201,0
28,53672.25,20500.51,639,15,1,0.335,0
25,48347.25,12412.16,671,22,2,0.137,0
46,64830.84,5732.69,642,8,2,0.081,0
38,44239.26,16581.19,625,21,1,0.35,0
26,56338.31,18205.53,694,15,1,0.268,0
57,30293.12,19469.01,613,18,3,0.642,1
33,78293.3,1000.0,507,14,3,0.0,0
48,68414.82,5121.23,481,25,2,0.077,0
25,49154.8,22660.44,667,13,3,0.462,1
33,45617.02,7611.14,610,19,2,0.201,0
37,67892.56,16623.55,494,9,0,0.165,0
60,40854.13,4935.8,660,20,2,0.228,0
52,57507.31,20852.81,642,11,2,0.45,0
49,78227.98,22450.16,605,27,3,0.248,0
23,38774.86,20855.28,672,0,0,0.611,1
60,62372.02,23260.45,768,20,4,0.416,0
54,61314.51,27511.2,766,16,4,0.427,0
60,53053.26,5607.41,663,8,4,0.075,0
47,44924.21,8690.62,642,22,0,0.167,0
33,79295.94,22180.35,664,18,1,0.421,0
53,43048.63,24041.76,678,24,0,0.626,1
26,18759.22,9605.26,626,17,3,0.502,1
44,67810.67,9048.91,666,27,2,0.128,0
39,30973.93,9782.29,508,6,2,0.358,1
36,68837.62,2159.24,657,8,3,0.072,0
60,81698.06,4828.71,693,21,3,0.011,0
48,67595.0,5021.66,606,25,2,0.089,0
53,76428.23,12647.21,641,20,1,0.138,0
61,95400.98,17166.69,550,11,1,0.188,0
33,74335.21,18467.78,537,6,1,0.246,0
63,61611.47,10931.5,669,13,3,0.228,0
45,87678.96,11128.1,584,14,2,0.114,0
62,90095.51,15989.29,490,14,2,0.183,0
56,90375.44,3031.88,550,5,2,0.0,0
47,45157.13,22675.52,563,20,0,0.518,0
58,27919.63,25283.08,720,13,0,0.867,1
27,43936.16,9995.35,666,1,4,0.152,0
25,69072.83,11812.51,572,7,0,0.227,0
63,58183.18,24946.5,597,12,1,0.427,0
51,50870.38,14015.59,768,22,1,0.172,0
43,66209.63,19705.96,734,5,1,0.258,0
62,25583.9,14261.56,549,4,1,0.558,1
30,57823.39,27450.46,755,4,4,0.476,0
52,77369.15,18920.64,643,24,1,0.22,0
63,65986.31,19381.25,722,0,3,0.125,0
50,68836.2,19530.45,635,8,3,0.256,0
59,86947.46,10559.09,757,5,3,0.175,0
51,53677.13,11294.09,546,19,0,0.281,0
38,41938.17,21153.97,627,25,2,0.474,0
56,78790.3,16011.3,759,29,4,0.297,0
22,78422.41,5579.11,435,6,3,0.0,0
34,66165.83,29984.84,646,8,3,0.413,0
33,51792.58,22824.57,615,4,1,0.485,0
49,55027.59,15301.01,712,13,3,0.315,0
32,29464.54,12811.99,746,4,1,0.434,1
59,77258.93,16589.41,716,7,1,0.159,0
22,76553.03,19140.16,672,6,2,0.194,0
52,28766.34,1000.0,654,12,0,0.0,0
33,72352.64,31898.8,619,12,1,0.387,0
47,63082.03,8680.93,669,7,1,0.144,0
61,34560.52,14984.75,781,10,2,0.429,1
37,30880.0,15278.94,575,27,1,0.437,1
60,62469.87,30974.8,614,25,4,0.478,0
51,47045.92,14295.01,643,17,0,0.171,0
54,91398.98,27708.06,740,24,4,0.32,0
44,74051.97,18253.82,670,18,3,0.282,0
55,64473.86,7304.92,739,5,0,0.068,0
26,65461.58,16077.66,743,21,3,0.206,0
39,81617.34,14051.93,703,1,1,0.185,0
50,71930.36,6327.44,554,27,2,0.093,0
27,64995.33,17861.78,799,12,4,0.313,0
30,35394.78,15176.82,777,22,3,0.39,0
61,116238.94,19451.37,656,24,1,0.134,0
52,32936.34,16546.82,526,27,4,0.491,1
54,48749.15,9791.18,510,25,4,0.148,0
48,21905.43,21146.67,673,10,3,0.953,1
35,65775.96,10004.81,587,0,1,0.1,0
50,58022.21,1000.0,495,23,2,0.038,0
57,70305.53,16029.22,508,1,3,0.181,0
49,20218.69,10567.41,608,29,4,0.535,1
42,77258.11,18057.04,668,16,4,0.307,0
24,38851.29,30990.97,777,7,0,0.819,0
40,52019.9,31221.92,694,1,1,0.609,0
52,73631.43,13679.02,616,5,0,0.118,0
56,60225.33,8387.88,684,21,2,0.209,0
24,61638.85,19677.47,676,4,3,0.375,0
47,70983.58,12038.2,717,15,4,0.162,0
37,63575.81,18134.21,646,7,1,0.266,0
32,48177.84,9713.11,743,18,4,0.161,0
42,51670.62,17005.54,724,15,0,0.419,0
37,59237.57,8504.21,657,12,0,0.183,0
30,37088.88,24474.03,639,25,3,0.622,1
21,74920.17,10280.18,733,19,1,0.192,0
42,60773.08,20288.82,586,6,1,0.401,1
46,56495.53,4881.86,514,15,3,0.085,0
38,78849.93,21249.39,514,22,0,0.252,0
34,52597.73,7268.93,578,15,0,0.089,0
49,51351.58,17089.41,709,28,0,0.368,0
32,45307.42,23185.61,612,11,4,0.49,1
56,61861.34,13400.14,668,13,2,0.193,0
55,61169.0,6766.66,605,23,0,0.11,0
32,41674.32,18974.5,606,17,2,0.414,1
27,51446.12,8272.15,558,26,2,0.237,0
49,41807.95,11766.04,642,27,1,0.33,0
31,40902.63,17123.7,634,17,3,0.422,1
53,20402.04,25885.41,687,15,4,1.226,1
26,50381.79,15212.43,676,19,2,0.262,0
35,20955.73,15182.86,632,15,4,0.682,1
52,45743.69,20900.1,514,12,1,0.395,1
31,42746.11,15402.98,746,25,0,0.376,0
43,76037.9,20084.24,642,28,2,0.232,0
46,34701.3,23628.27,657,8,3,0.646,1
54,39776.27,12378.1,794,25,1,0.27,0
54,47369.52,1000.0,732,27,4,0.071,0
49,43397.13,8456.58,690,8,0,0.157,0
24,82385.1,24669.46,650,12,4,0.363,0
37,32228.65,14729.88,649,28,3,0.443,1
55,47411.91,12286.96,672,3,2,0.197,0
33,61641.3,24334.28,687,8,3,0.418,0
61,72623.67,14189.4,804,14,4,0.24,0
59,47395.17,1000.0,850,13,4,0.0,0
35,16638.01,2957.58,676,18,3,0.181,0
49,51997.92,18349.18,456,11,3,0.369,0
49,82040.57,14464.87,564,20,3,0.181,0
31,60643.75,26637.25,813,25,0,0.416,0
52,59728.36,9133.85,715,24,4,0.197,0
22,33739.64,12523.99,688,5,1,0.359,0
34,31686.57,7923.98,635,2,0,0.22,0
40,55360.83,10835.25,543,25,0,0.107,0
42,26472.42,1000.0,801,24,0,0.0,0
31,70627.24,11914.52,576,21,1,0.179,0
47,38067.08,14585.05,716,19,3,0.379,1
23,54506.85,13909.35,533,15,4,0.3,0
37,17284.66,32196.43,631,29,2,1.919,1
64,47123.96,29667.88,739,19,2,0.617,0
48,31282.79,8992.8,628,23,4,0.335,0
49,15000.0,1000.0,617,22,1,0.039,0
41,65836.84,14206.4,651,16,2,0.208,0
36,87823.19,18012.08,530,15,0,0.196,0
57,77589.47,8116.13,513,5,2,0.184,0
40,68633.81,8512.19,714,7,4,0.06,0
26,46717.58,27660.44,612,18,0,0.595,0
39,71117.8,12939.59,714,29,2,0.147,0
25,79477.06,20298.0,751,24,4,0.24,0
23,57736.44,7557.55,758,25,1,0.114,0
21,31312.8,14544.48,504,1,4,0.468,1
58,45012.31,12309.29,587,13,1,0.341,1
35,89053.93,9597.01,698,21,0,0.203,0
54,53505.12,24242.4,700,11,4,0.486,0
55,15000.0,3888.98,850,16,3,0.21,0
45,25621.53,17400.45,568,27,3,0.67,1
44,46511.03,12159.03,755,26,3,0.274,0
32,75716.5,18318.6,684,14,3,0.222,0
38,49537.55,12267.39,502,17,3,0.234,1
35,76088.63,21937.54,601,15,1,0.285,0
64,44476.75,7482.38,674,12,4,0.207,0
36,15714.15,24260.43,497,20,0,1.57,1
47,45168.78,14769.58,463,16,3,0.296,1
28,61898.9,4371.98,491,7,3,0.1,0
45,60239.01,20441.72,673,0,0,0.426,1
37,29897.85,13409.2,606,28,0,0.373,0
49,47976.08,1337.3,594,24,3,0.006,0
28,108693.48,17659.74,597,25,1,0.137,0
35,30334.62,23052.77,522,26,0,0.764,1
47,68214.47,25257.09,609,2,4,0.279,0
27,15000.0,11973.18,486,15,4,0.866,1
23,72275.84,16162.54,757,27,1,0.226,0
49,37153.49,15404.29,802,1,2,0.43,0
64,63041.77,26918.42,441,14,1,0.436,1
44,29169.49,8516.09,608,0,3,0.266,1
23,60817.06,11282.72,614,8,2,0.22,0
40,36826.99,8322.24,634,15,3,0.226,0
35,40699.04,3406.8,740,3,4,0.0,0
45,63839.72,16982.3,608,11,0,0.261,0
50,46392.29,27810.39,642,0,3,0.586,1
34,62607.63,13412.12,850,0,4,0.249,0
27,51183.17,7944.83,640,6,1,0.29,0
37,56349.87,16494.88,809,17,3,0.312,0
64,63901.73,19712.95,695,22,4,0.414,1
40,47999.63,13749.09,600,27,0,0.252,0
56,35079.0,26228.28,585,22,3,0.717,1
29,44353.75,8501.1,649,14,4,0.179,0
58,78902.78,12704.24,549,25,3,0.182,0
42,57323.46,17367.9,572,29,0,0.271,0
22,38102.03,18143.71,612,24,3,0.396,0
44,63031.21,15377.82,676,12,3,0.245,0
28,64366.31,4772.64,814,15,4,0.017,0
31,65399.98,33704.09,606,6,2,0.571,0
33,35443.26,13112.24,692,15,3,0.402,0
37,41352.18,15882.14,503,12,2,0.346,0
28,41463.42,19934.09,745,13,1,0.504,0
41,47787.04,9907.96,495,16,3,0.18,0
38,65778.38,15455.41,722,11,2,0.232,0
50,60923.7,9582.48,643,28,1,0.155,0
38,62504.34,18324.41,639,23,4,0.276,0
51,82080.38,12791.82,623,23,3,0.197,0
58,68777.82,17149.75,533,19,4,0.193,0
52,52163.97,6627.7,538,12,1,0.154,0
31,31322.3,8368.67,725,23,4,0.282,0
45,40709.06,4078.87,651,19,4,0.03,0
53,49765.9,9315.76,622,14,0,0.147,0
58,71582.6,1000.0,690,23,1,0.0,0
61,54453.36,12543.2,659,20,4,0.212,0
28,41876.08,10726.08,579,3,2,0.259,1
31,40342.14,16207.29,850,21,1,0.355,0
42,53608.44,15356.86,717,1,0,0.335,0
44,72799.75,25056.64,661,27,3,0.397,0
61,86820.39,35754.48,604,17,4,0.474,0
37,50884.63,24100.31,736,1,2,0.338,0
32,54105.14,11375.14,579,24,0,0.308,0
52,30721.17,11052.87,572,14,1,0.368,1
35,93783.85,21949.3,802,29,4,0.236,0
36,26979.94,1533.24,653,25,0,0.052,0
42,78433.25,12478.38,581,18,0,0.093,0
48,47693.28,13094.78,651,14,2,0.293,0
40,43012.67,19673.05,727,25,3,0.538,0
53,32799.93,19910.93,706,19,3,0.615,1
30,103200.97,9043.52,738,9,3,0.032,0
60,59429.83,11685.02,538,27,1,0.12,0
52,55425.61,18560.83,735,23,0,0.32,0
53,72734.65,8608.63,634,19,1,0.081,0
22,41983.35,24648.95,658,10,0,0.622,1
53,55036.92,19873.4,759,25,2,0.43,0
53,56126.73,16372.08,713,9,2,0.315,0
61,44757.09,18127.52,682,28,1,0.401,0
33,78992.76,11264.88,471,22,1,0.136,0
50,50626.91,9989.67,646,4,2,0.201,0
